date,close
9/21/2023,12.2
9/20/2023,12.36
9/19/2023,12.56
9/18/2023,12.34
9/15/2023,12.61
9/14/2023,12.62
9/13/2023,12.64
9/12/2023,12.45
9/11/2023,12.22
9/8/2023,12.3
9/7/2023,11.96
9/6/2023,12.07
9/5/2023,12.09
9/1/2023,12.14
8/31/2023,12.13
8/30/2023,12.03
8/29/2023,12.05
8/28/2023,11.9
8/25/2023,11.91
8/24/2023,11.75
8/23/2023,11.96
8/22/2023,11.87
8/21/2023,11.97
8/18/2023,11.96
8/17/2023,11.83
8/16/2023,11.81
8/15/2023,11.98
8/14/2023,12.2
8/11/2023,12.14
8/10/2023,12.16
8/9/2023,12.73
8/8/2023,12.88
8/7/2023,12.94
8/4/2023,12.89
8/3/2023,13.1
8/2/2023,13.04
8/1/2023,13.42
7/31/2023,13.21
7/28/2023,13.26
7/27/2023,13.73
7/26/2023,13.67
7/25/2023,13.58
7/24/2023,13.96
7/21/2023,13.93
7/20/2023,14.03
7/19/2023,14.1
7/18/2023,14.17
7/17/2023,14.09
7/14/2023,14.98
7/13/2023,15.19
7/12/2023,15.22
7/11/2023,15.23
7/10/2023,15.07
7/7/2023,14.98
7/6/2023,14.98
7/5/2023,15.35
7/3/2023,15.24
6/30/2023,15.13
6/29/2023,14.95
6/28/2023,14.79
6/27/2023,14.41
6/26/2023,14.11
6/23/2023,14.02
6/22/2023,14.19
6/21/2023,14.02
6/20/2023,14.22
6/16/2023,14.42
6/15/2023,14.45
6/14/2023,14.2
6/13/2023,14.13
6/12/2023,13.78
6/9/2023,13.74
6/8/2023,13.58
6/7/2023,13.59
6/6/2023,12.93
6/5/2023,12.59
6/2/2023,12.39
6/1/2023,12.11
5/31/2023,12
5/30/2023,12.59
5/26/2023,12.09
5/25/2023,11.38
5/24/2023,11.33
5/23/2023,11.73
5/22/2023,11.63
5/19/2023,11.65
5/18/2023,11.64
5/17/2023,11.5
5/16/2023,11.25
5/15/2023,11.64
5/12/2023,11.67
5/11/2023,11.87
5/10/2023,11.89
5/9/2023,11.86
5/8/2023,12.02
5/5/2023,11.99
5/4/2023,11.56
5/3/2023,11.79
5/2/2023,11.8
5/1/2023,12.06
4/28/2023,11.88
4/27/2023,11.61
4/26/2023,11.54
4/25/2023,11.77
4/24/2023,12.16
4/21/2023,11.81
4/20/2023,11.87
4/19/2023,12.22
4/18/2023,12.73
4/17/2023,12.68
4/14/2023,12.52
4/13/2023,12.46
4/12/2023,12.67
4/11/2023,12.87
4/10/2023,12.72
4/6/2023,12.33
4/5/2023,12.43
4/4/2023,12.72
4/3/2023,12.68
3/31/2023,12.6
3/30/2023,12.29
3/29/2023,12.05
3/28/2023,11.6
3/27/2023,11.52
3/24/2023,11.51
3/23/2023,11.42
3/22/2023,11.48
3/21/2023,11.72
3/20/2023,11.18
3/17/2023,11.3
3/16/2023,11.82
3/15/2023,11.71
3/14/2023,11.93
3/13/2023,12.03
3/10/2023,12.1
3/9/2023,12.45
3/8/2023,12.98
3/7/2023,12.83
3/6/2023,12.98
3/3/2023,13.08
3/2/2023,12.55
3/1/2023,12.32
2/28/2023,12.07
2/27/2023,12.06
2/24/2023,11.88
2/23/2023,12.07
2/22/2023,12.21
2/21/2023,12.2
2/17/2023,12.89
2/16/2023,12.91
2/15/2023,12.93
2/14/2023,12.97
2/13/2023,13.09
2/10/2023,12.73
2/9/2023,13.49
2/8/2023,13.42
2/7/2023,13.45
2/6/2023,13.14
2/3/2023,13.23
2/2/2023,14.32
2/1/2023,13.79
1/31/2023,13.51
1/30/2023,12.89
1/27/2023,13.27
1/26/2023,12.92
1/25/2023,12.79
1/24/2023,12.74
1/23/2023,12.8
1/20/2023,12.4
1/19/2023,12.18
1/18/2023,12.41
1/17/2023,12.67
1/13/2023,12.72
1/12/2023,13.43
1/11/2023,13.22
1/10/2023,12.84
1/9/2023,12.69
1/6/2023,12.58
1/5/2023,12.25
1/4/2023,12.01
1/3/2023,11.68
12/30/2022,11.63
12/29/2022,11.54
12/28/2022,10.95
12/27/2022,11.2
12/23/2022,11.36
12/22/2022,11.31
12/21/2022,11.78
12/20/2022,11.47
12/19/2022,11.69
12/16/2022,12.12
12/15/2022,13.03
12/14/2022,13.48
12/13/2022,13.57
12/12/2022,13.46
12/9/2022,13.18
12/8/2022,13.12
12/7/2022,13.1
12/6/2022,13.28
12/5/2022,13.38
12/2/2022,13.86
12/1/2022,14.08
11/30/2022,13.9
11/29/2022,13.75
11/28/2022,13.73
11/25/2022,14.08
11/23/2022,14.03
11/22/2022,14.07
11/21/2022,13.95
11/18/2022,13.99
11/17/2022,13.91
11/16/2022,13.9
11/15/2022,14.3
11/14/2022,14.06
11/11/2022,14.5
11/10/2022,14.18
11/9/2022,13.31
11/8/2022,13.72
11/7/2022,13.7
11/4/2022,13.51
11/3/2022,13.26
11/2/2022,13.06
11/1/2022,13.4
10/31/2022,13.37
10/28/2022,13.26
10/27/2022,13
10/26/2022,12.82
10/25/2022,12.83
10/24/2022,12.48
10/21/2022,12.19
10/20/2022,11.77
10/19/2022,12.13
10/18/2022,12.03
10/17/2022,11.83
10/14/2022,11.67
10/13/2022,11.77
10/12/2022,11.54
10/11/2022,11.56
10/10/2022,11.36
10/7/2022,12.2
10/6/2022,12.36
10/5/2022,12.51
10/4/2022,12.36
10/3/2022,11.47
9/30/2022,11.2
9/29/2022,11.47
9/28/2022,12.18
9/27/2022,11.91
9/26/2022,11.99
9/23/2022,12.31
9/22/2022,12.77
9/21/2022,13.05
9/20/2022,13.09
9/19/2022,14.93
9/16/2022,14.72
9/15/2022,14.89
9/14/2022,14.66
9/13/2022,14.74
9/12/2022,15.54
9/9/2022,15.42
9/8/2022,15.47
9/7/2022,15.43
9/6/2022,15.03
9/2/2022,15.16
9/1/2022,15.19
8/31/2022,15.24
8/30/2022,15.45
8/29/2022,15.57
8/26/2022,15.41
8/25/2022,15.93
8/24/2022,15.52
8/23/2022,15.32
8/22/2022,15.08
8/19/2022,15.88
8/18/2022,16.15
8/17/2022,16.03
8/16/2022,16.43
8/15/2022,16.32
8/12/2022,16.18
8/11/2022,15.83
8/10/2022,15.5
8/9/2022,15.19
8/8/2022,15.78
8/5/2022,15.3
8/4/2022,15.37
8/3/2022,15.69
8/2/2022,15.16
8/1/2022,15.34
7/29/2022,14.69
7/28/2022,14
7/27/2022,13.19
7/26/2022,12.54
7/25/2022,12.84
7/22/2022,12.82
7/21/2022,13
7/20/2022,12.73
7/19/2022,12.59
7/18/2022,11.96
7/15/2022,11.88
7/14/2022,11.39
7/13/2022,11.51
7/12/2022,11.56
7/11/2022,11.29
7/8/2022,11.62
7/7/2022,11.65
7/6/2022,11.06
7/5/2022,11.2
7/1/2022,11.32
6/30/2022,11.13
6/29/2022,11.52
6/28/2022,11.81
6/27/2022,12.04
6/24/2022,12.01
6/23/2022,11.56
6/22/2022,11.48
6/21/2022,11.46
6/17/2022,11.23
6/16/2022,11.25
6/15/2022,12.27
6/14/2022,12.2
6/13/2022,11.81
6/10/2022,12.75
6/9/2022,13.28
6/8/2022,13.53
6/7/2022,13.74
6/6/2022,13.46
6/3/2022,13.5
6/2/2022,13.89
6/1/2022,13.55
5/31/2022,13.68
5/27/2022,13.63
5/26/2022,13.12
5/25/2022,12.71
5/24/2022,12.42
5/23/2022,12.83
5/20/2022,12.5
5/19/2022,12.85
5/18/2022,12.78
5/17/2022,13.53
5/16/2022,13.05
5/13/2022,13.5
5/12/2022,12.44
5/11/2022,12.83
5/10/2022,13.35
5/9/2022,13.37
5/6/2022,14.21
5/5/2022,14.53
5/4/2022,14.98
5/3/2022,14.56
5/2/2022,14.27
4/29/2022,14.16
4/28/2022,14.62
4/27/2022,14.85
4/26/2022,14.71
4/25/2022,15.19
4/22/2022,15.13
4/21/2022,15.7
4/20/2022,16.05
4/19/2022,16.15
4/18/2022,15.67
4/14/2022,15.48
4/13/2022,15.51
4/12/2022,15.36
4/11/2022,15.28
4/8/2022,15.05
4/7/2022,14.96
4/6/2022,15.39
4/5/2022,15.82
4/4/2022,16.66
4/1/2022,16.65
3/31/2022,16.91
3/30/2022,17.27
3/29/2022,17.75
3/28/2022,16.67
3/25/2022,16.47
3/24/2022,16.83
3/23/2022,16.68
3/22/2022,17.09
3/21/2022,16.48
3/18/2022,16.86
3/17/2022,16.58
3/16/2022,16.58
3/15/2022,16.06
3/14/2022,15.74
3/11/2022,16.04
3/10/2022,16.33
3/9/2022,16.37
3/8/2022,16.03
3/7/2022,15.97
3/4/2022,16.85
3/3/2022,17.6
3/2/2022,18.1
3/1/2022,16.7
2/28/2022,17.56
2/25/2022,17.83
2/24/2022,17.15
2/23/2022,16.95
2/22/2022,17.29
2/18/2022,18.04
2/17/2022,17.54
2/16/2022,18.01
2/15/2022,18.08
2/14/2022,17.46
2/11/2022,17.55
2/10/2022,18.08
2/9/2022,18.35
2/8/2022,17.72
2/7/2022,17.89
2/4/2022,17.96
2/3/2022,19.89
2/2/2022,20.63
2/1/2022,20.66
1/31/2022,20.3
1/28/2022,19.54
1/27/2022,19.55
1/26/2022,19.91
1/25/2022,19.98
1/24/2022,20.39
1/21/2022,20.65
1/20/2022,21.65
1/19/2022,22.45
1/18/2022,24.38
1/14/2022,25.19
1/13/2022,25.02
1/12/2022,24.47
1/11/2022,24.35
1/10/2022,23.85
1/7/2022,24.44
1/6/2022,24.46
1/5/2022,23.66
1/4/2022,24.31
1/3/2022,21.77
12/31/2021,20.77
12/30/2021,20.47
12/29/2021,20.56
12/28/2021,20.76
12/27/2021,20.8
12/23/2021,20.25
12/22/2021,20.14
12/21/2021,19.61
12/20/2021,19.42
12/17/2021,19.77
12/16/2021,20.35
12/15/2021,20.19
12/14/2021,20.05
12/13/2021,20.43
12/10/2021,21.45
12/9/2021,19.57
12/8/2021,19.81
12/7/2021,19.96
12/6/2021,19.22
12/3/2021,19.14
12/2/2021,19.87
12/1/2021,19.58
11/30/2021,19.19
11/29/2021,19.67
11/26/2021,19.75
11/24/2021,20.25
11/23/2021,20.2
11/22/2021,20.48
11/19/2021,19.39
11/18/2021,19.56
11/17/2021,19.96
11/16/2021,19.79
11/15/2021,19.86
11/12/2021,19.5
11/11/2021,19.55
11/10/2021,19.36
11/9/2021,20.12
11/8/2021,20.15
11/5/2021,19.29
11/4/2021,19.42
11/3/2021,18.63
11/2/2021,18.01
11/1/2021,17.95
10/29/2021,17.08
10/28/2021,16.86
10/27/2021,15.51
10/26/2021,15.94
10/25/2021,16
10/22/2021,16.28
10/21/2021,16.55
10/20/2021,16.04
10/19/2021,15.42
10/18/2021,15.56
10/15/2021,15.7
10/14/2021,15.45
10/13/2021,15.51
10/12/2021,15.64
10/11/2021,15.09
10/8/2021,15.12
10/7/2021,14.89
10/6/2021,14.12
10/5/2021,14.29
10/4/2021,14.35
10/1/2021,14.16
9/30/2021,14.16
9/29/2021,14.3
9/28/2021,14.31
9/27/2021,14.16
9/24/2021,13.78
9/23/2021,13.71
9/22/2021,13.23
9/21/2021,12.77
9/20/2021,12.82
9/17/2021,13.55
9/16/2021,13.4
9/15/2021,13.22
9/14/2021,12.86
9/13/2021,12.99
9/10/2021,12.68
9/9/2021,12.76
9/8/2021,13.03
9/7/2021,12.95
9/3/2021,12.89
9/2/2021,13.01
9/1/2021,13.11
8/31/2021,13.03
8/30/2021,13.05
8/27/2021,13.31
8/26/2021,12.9
8/25/2021,13.17
8/24/2021,13.08
8/23/2021,12.73
8/20/2021,12.57
8/19/2021,12.67
8/18/2021,13
8/17/2021,12.99
8/16/2021,13.46
8/13/2021,13.59
8/12/2021,13.9
8/11/2021,13.93
8/10/2021,13.82
8/9/2021,13.75
8/6/2021,13.8
8/5/2021,13.71
8/4/2021,13.32
8/3/2021,14.02
8/2/2021,13.91
7/30/2021,13.95
7/29/2021,14.39
7/28/2021,13.86
7/27/2021,13.79
7/26/2021,14.03
7/23/2021,13.82
7/22/2021,13.91
7/21/2021,14.19
7/20/2021,13.91
7/19/2021,13.28
7/16/2021,13.61
7/15/2021,14.01
7/14/2021,14.25
7/13/2021,14.42
7/12/2021,14.61
7/9/2021,14.48
7/8/2021,14.06
7/7/2021,14.23
7/6/2021,14.5
7/2/2021,14.93
7/1/2021,14.91
6/30/2021,14.86
6/29/2021,15.01
6/28/2021,14.96
6/25/2021,15.19
6/24/2021,15.26
6/23/2021,15.42
6/22/2021,14.91
6/21/2021,14.78
6/18/2021,14.52
6/17/2021,14.77
6/16/2021,15.02
6/15/2021,15
6/14/2021,14.87
6/11/2021,15.28
6/10/2021,15.11
6/9/2021,15.48
6/8/2021,15.63
6/7/2021,15.88
6/4/2021,15.97
6/3/2021,15.99
6/2/2021,14.91
6/1/2021,14.81
5/28/2021,14.53
5/27/2021,14.88
5/26/2021,13.9
5/25/2021,12.81
5/24/2021,13.06
5/21/2021,13.33
5/20/2021,12.49
5/19/2021,12.11
5/18/2021,12.14
5/17/2021,12.15
5/14/2021,11.84
5/13/2021,11.55
5/12/2021,11.33
5/11/2021,11.58
5/10/2021,11.71
5/7/2021,11.82
5/6/2021,11.74
5/5/2021,11.61
5/4/2021,11.41
5/3/2021,11.63
4/30/2021,11.54
4/29/2021,11.26
4/28/2021,12.43
4/27/2021,12.49
4/26/2021,12.27
4/23/2021,12.22
4/22/2021,11.94
4/21/2021,11.73
4/20/2021,11.45
4/19/2021,12.11
4/16/2021,12.23
4/15/2021,12.24
4/14/2021,12.24
4/13/2021,12.2
4/12/2021,12.38
4/9/2021,12.51
4/8/2021,12.51
4/7/2021,12.73
4/6/2021,12.92
4/5/2021,12.7
4/1/2021,12.17
3/31/2021,12.25
3/30/2021,12.46
3/29/2021,12.15
3/26/2021,12.3
3/25/2021,12.32
3/24/2021,12.14
3/23/2021,12.21
3/22/2021,12.85
3/19/2021,12.83
3/18/2021,12.49
3/17/2021,12.69
3/16/2021,12.49
3/15/2021,13.2
3/12/2021,13.37
3/11/2021,12.81
3/10/2021,12.91
3/9/2021,12.57
3/8/2021,12.65
3/5/2021,12.27
3/4/2021,11.93
3/3/2021,12.17
3/2/2021,12.55
3/1/2021,11.98
2/26/2021,11.7
2/25/2021,11.76
2/24/2021,12.27
2/23/2021,11.62
2/22/2021,11.7
2/19/2021,11.58
2/18/2021,11.43
2/17/2021,11.48
2/16/2021,11.54
2/12/2021,11.45
2/11/2021,11.45
2/10/2021,11.76
2/9/2021,11.93
2/8/2021,11.56
2/5/2021,11.51
2/4/2021,11.37
2/3/2021,11.2
2/2/2021,10.86
2/1/2021,10.83
1/29/2021,10.53
1/28/2021,10.72
1/27/2021,10.79
1/26/2021,11.19
1/25/2021,11.29
1/22/2021,11.52
1/21/2021,11.53
1/20/2021,10.86
1/19/2021,10.02
1/15/2021,9.83
1/14/2021,10.17
1/13/2021,9.78
1/12/2021,9.78
1/11/2021,9.3
1/8/2021,9
1/7/2021,9.06
1/6/2021,8.84
1/5/2021,8.65
1/4/2021,8.52
12/31/2020,8.79
12/30/2020,8.86
12/29/2020,8.82
12/28/2020,8.89
12/24/2020,8.86
12/23/2020,8.99
12/22/2020,8.79
12/21/2020,8.93
12/18/2020,8.95
12/17/2020,9.08
12/16/2020,9.04
12/15/2020,9.15
12/14/2020,8.91
12/11/2020,9.02
12/10/2020,9.12
12/9/2020,9.45
12/8/2020,9.25
12/7/2020,9.22
12/4/2020,9.34
12/3/2020,9.21
12/2/2020,9.2
12/1/2020,9.24
11/30/2020,9.08
11/27/2020,9.09
11/25/2020,9.08
11/24/2020,9.45
11/23/2020,8.86
11/20/2020,8.74
11/19/2020,8.82
11/18/2020,8.82
11/17/2020,8.75
11/16/2020,8.8
11/13/2020,8.54
11/12/2020,8.21
11/11/2020,8.33
11/10/2020,8.38
11/9/2020,8.2
11/6/2020,7.79
11/5/2020,7.99
11/4/2020,7.64
11/3/2020,7.88
11/2/2020,7.71
10/30/2020,7.73
10/29/2020,7.9
10/28/2020,7.7
10/27/2020,7.92
10/26/2020,8.03
10/23/2020,8.16
10/22/2020,8.21
10/21/2020,7.85
10/20/2020,7.74
10/19/2020,7.59
10/16/2020,7.67
10/15/2020,7.62
10/14/2020,7.57
10/13/2020,7.76
10/12/2020,7.67
10/9/2020,7.25
10/8/2020,7.35
10/7/2020,7.23
10/6/2020,6.98
10/5/2020,7.02
10/2/2020,6.89
10/1/2020,6.75
9/30/2020,6.66
9/29/2020,6.6
9/28/2020,6.69
9/25/2020,6.51
9/24/2020,6.66
9/23/2020,6.64
9/22/2020,6.78
9/21/2020,6.87
9/18/2020,7.23
9/17/2020,7.28
9/16/2020,7.02
9/15/2020,7.04
9/14/2020,7.12
9/11/2020,7
9/10/2020,6.91
9/9/2020,6.97
9/8/2020,7.03
9/4/2020,6.9
9/3/2020,6.82
9/2/2020,6.95
9/1/2020,6.83
8/31/2020,6.82
8/28/2020,6.94
8/27/2020,6.91
8/26/2020,6.82
8/25/2020,6.94
8/24/2020,6.98
8/21/2020,6.66
8/20/2020,6.84
8/19/2020,6.87
8/18/2020,6.89
8/17/2020,6.98
8/14/2020,7.04
8/13/2020,7.03
8/12/2020,7.11
8/11/2020,7.23
8/10/2020,7.09
8/7/2020,6.86
8/6/2020,6.93
8/5/2020,6.96
8/4/2020,6.86
8/3/2020,6.69
7/31/2020,6.61
7/30/2020,6.74
7/29/2020,6.92
7/28/2020,7.01
7/27/2020,6.93
7/24/2020,6.88
7/23/2020,6.98
7/22/2020,6.84
7/21/2020,6.68
7/20/2020,6.66
7/17/2020,6.8
7/16/2020,6.86
7/15/2020,6.74
7/14/2020,6.36
7/13/2020,6.06
7/10/2020,6.1
7/9/2020,5.84
7/8/2020,6.09
7/7/2020,6.12
7/6/2020,6.19
7/2/2020,6.05
7/1/2020,5.98
6/30/2020,6.08
6/29/2020,6.01
6/26/2020,5.91
6/25/2020,6.03
6/24/2020,5.95
6/23/2020,6.15
6/22/2020,6.28
6/19/2020,6.23
6/18/2020,6.33
6/17/2020,6.33
6/16/2020,6.55
6/15/2020,6.5
6/12/2020,6.46
6/11/2020,6.13
6/10/2020,6.81
6/9/2020,7.24
6/8/2020,7.53
6/5/2020,7.34
6/4/2020,6.57
6/3/2020,6.19
6/2/2020,5.9
6/1/2020,5.87
5/29/2020,5.71
5/28/2020,5.85
5/27/2020,6.03
5/26/2020,5.84
5/22/2020,5.65
5/21/2020,5.63
5/20/2020,5.49
5/19/2020,5.3
5/18/2020,5.31
5/15/2020,4.9
5/14/2020,4.89
5/13/2020,4.72
5/12/2020,4.98
5/11/2020,5.12
5/8/2020,5.24
5/7/2020,4.87
5/6/2020,4.87
5/5/2020,4.97
5/4/2020,4.86
5/1/2020,4.92
4/30/2020,5.09
4/29/2020,5.26
4/28/2020,5.38
4/27/2020,5.17
4/24/2020,4.87
4/23/2020,4.89
4/22/2020,4.77
4/21/2020,4.77
4/20/2020,4.98
4/17/2020,5.12
4/16/2020,4.94
4/15/2020,5.03
4/14/2020,5.29
4/13/2020,5.16
4/9/2020,5.37
4/8/2020,5.03
4/7/2020,4.71
4/6/2020,4.53
4/3/2020,4.24
4/2/2020,4.36
4/1/2020,4.4
3/31/2020,4.83
3/30/2020,5.03
3/27/2020,5.19
3/26/2020,5.25
3/25/2020,5.39
3/24/2020,4.95
3/23/2020,4.01
3/20/2020,4.33
3/19/2020,4.47
3/18/2020,4.5
3/17/2020,5.01
3/16/2020,5.01
3/13/2020,5.63
3/12/2020,5.35
3/11/2020,5.9
3/10/2020,6.26
3/9/2020,5.9
3/6/2020,6.49
3/5/2020,6.74
3/4/2020,7.08
3/3/2020,6.97
3/2/2020,7.2
2/28/2020,6.96
2/27/2020,6.97
2/26/2020,7.21
2/25/2020,7.23
2/24/2020,7.57
2/21/2020,7.89
2/20/2020,8.03
2/19/2020,8
2/18/2020,8.06
2/14/2020,8.1
2/13/2020,8.25
2/12/2020,8.24
2/11/2020,8.1
2/10/2020,8.06
2/7/2020,8.11
2/6/2020,8.25
2/5/2020,8.31
2/4/2020,9.18
2/3/2020,8.98
1/31/2020,8.82
1/30/2020,8.84
1/29/2020,8.86
1/28/2020,8.97
1/27/2020,8.89
1/24/2020,9
1/23/2020,9.14
1/22/2020,9.16
1/21/2020,9.21
1/17/2020,9.16
1/16/2020,9.17
1/15/2020,9.19
1/14/2020,9.29
1/13/2020,9.24
1/10/2020,9.25
1/9/2020,9.26
1/8/2020,9.25
1/7/2020,9.25
1/6/2020,9.16
1/3/2020,9.21
1/2/2020,9.42
12/31/2019,9.3
12/30/2019,9.25
12/27/2019,9.36
12/26/2019,9.45
12/24/2019,9.47
12/23/2019,9.44
12/20/2019,9.48
12/19/2019,9.41
12/18/2019,9.54
12/17/2019,9.39
12/16/2019,9.39
12/13/2019,9.23
12/12/2019,9.32
12/11/2019,9.11
12/10/2019,9.07
12/9/2019,9.01
12/6/2019,9.02
12/5/2019,8.93
12/4/2019,8.95
12/3/2019,8.89
12/2/2019,9.01
11/29/2019,9.06
11/27/2019,9.1
11/26/2019,9.01
11/25/2019,9
11/22/2019,8.89
11/21/2019,8.71
11/20/2019,8.73
11/19/2019,8.9
11/18/2019,8.95
11/15/2019,8.95
11/14/2019,8.79
11/13/2019,8.81
11/12/2019,9.04
11/11/2019,9.08
11/8/2019,9.04
11/7/2019,8.89
11/6/2019,8.92
11/5/2019,9.02
11/4/2019,9
11/1/2019,8.89
10/31/2019,8.59
10/30/2019,8.54
10/29/2019,8.64
10/28/2019,8.61
10/25/2019,8.72
10/24/2019,8.6
10/23/2019,9.21
10/22/2019,9.07
10/21/2019,9.03
10/18/2019,9.29
10/17/2019,9.11
10/16/2019,9.07
10/15/2019,9.07
10/14/2019,8.82
10/11/2019,8.78
10/10/2019,8.62
10/9/2019,8.56
10/8/2019,8.54
10/7/2019,8.68
10/4/2019,8.74
10/3/2019,8.71
10/2/2019,8.61
10/1/2019,8.9
9/30/2019,9.16
9/27/2019,9.08
9/26/2019,9.14
9/25/2019,9.2
9/24/2019,9.11
9/23/2019,9.16
9/20/2019,9.17
9/19/2019,9.1
9/18/2019,9.25
9/17/2019,9.28
9/16/2019,9.3
9/13/2019,9.45
9/12/2019,9.41
9/11/2019,9.42
9/10/2019,9.42
9/9/2019,9.54
9/6/2019,9.34
9/5/2019,9.34
9/4/2019,9.2
9/3/2019,9.1
8/30/2019,9.17
8/29/2019,9.12
8/28/2019,9
8/27/2019,8.76
8/26/2019,8.82
8/23/2019,8.77
8/22/2019,9.04
8/21/2019,9.04
8/20/2019,8.96
8/19/2019,9.03
8/16/2019,8.96
8/15/2019,8.86
8/14/2019,9
8/13/2019,9.26
8/12/2019,9.29
8/9/2019,9.45
8/8/2019,9.56
8/7/2019,9.53
8/6/2019,9.48
8/5/2019,9.23
8/2/2019,9.28
8/1/2019,9.31
7/31/2019,9.53
7/30/2019,9.55
7/29/2019,9.6
7/26/2019,9.57
7/25/2019,9.56
7/24/2019,10.33
7/23/2019,10.17
7/22/2019,10.02
7/19/2019,10.2
7/18/2019,10.26
7/17/2019,10.33
7/16/2019,10.51
7/15/2019,10.42
7/12/2019,10.49
7/11/2019,10.19
7/10/2019,10.11
7/9/2019,10.14
7/8/2019,10.2
7/5/2019,10.2
7/3/2019,10.2
7/2/2019,10.12
7/1/2019,10.15
6/28/2019,10.23
6/27/2019,10.2
6/26/2019,9.91
6/25/2019,9.84
6/24/2019,9.95
6/21/2019,9.99
6/20/2019,10.04
6/19/2019,10.04
6/18/2019,10.1
6/17/2019,10.05
6/14/2019,9.98
6/13/2019,10.06
6/12/2019,9.85
6/11/2019,9.92
6/10/2019,9.82
6/7/2019,9.76
6/6/2019,9.75
6/5/2019,9.78
6/4/2019,9.92
6/3/2019,9.61
5/31/2019,9.52
5/30/2019,9.74
5/29/2019,9.71
5/28/2019,9.78
5/24/2019,9.83
5/23/2019,9.85
5/22/2019,9.97
5/21/2019,10.24
5/20/2019,10.28
5/17/2019,10.29
5/16/2019,10.4
5/15/2019,10.36
5/14/2019,10.24
5/13/2019,10.08
5/10/2019,10.38
5/9/2019,10.2
5/8/2019,10.34
5/7/2019,10.38
5/6/2019,10.37
5/3/2019,10.41
5/2/2019,10.34
5/1/2019,10.3
4/30/2019,10.45
4/29/2019,10.32
4/26/2019,10.41
4/25/2019,9.4
4/24/2019,9.57
4/23/2019,9.5
4/22/2019,9.5
4/18/2019,9.55
4/17/2019,9.5
4/16/2019,9.36
4/15/2019,9.33
4/12/2019,9.45
4/11/2019,9.39
4/10/2019,9.33
4/9/2019,9.21
4/8/2019,9.3
4/5/2019,9.25
4/4/2019,9.24
4/3/2019,9.13
4/2/2019,9.01
4/1/2019,8.98
3/29/2019,8.78
3/28/2019,8.77
3/27/2019,8.62
3/26/2019,8.76
3/25/2019,8.51
3/22/2019,8.54
3/21/2019,8.69
3/20/2019,8.51
3/19/2019,8.7
3/18/2019,8.57
3/15/2019,8.43
3/14/2019,8.41
3/13/2019,8.53
3/12/2019,8.57
3/11/2019,8.61
3/8/2019,8.42
3/7/2019,8.48
3/6/2019,8.58
3/5/2019,8.77
3/4/2019,8.81
3/1/2019,8.79
2/28/2019,8.77
2/27/2019,8.78
2/26/2019,8.88
2/25/2019,8.76
2/22/2019,8.71
2/21/2019,8.71
2/20/2019,8.94
2/19/2019,8.83
2/15/2019,8.54
2/14/2019,8.42
2/13/2019,8.41
2/12/2019,8.46
2/11/2019,8.33
2/8/2019,8.39
2/7/2019,8.31
2/6/2019,8.72
2/5/2019,8.75
2/4/2019,8.7
2/1/2019,8.72
1/31/2019,8.8
1/30/2019,8.71
1/29/2019,8.76
1/28/2019,8.66
1/25/2019,8.86
1/24/2019,8.6
1/23/2019,8.34
1/22/2019,8.5
1/18/2019,8.58
1/17/2019,8.36
1/16/2019,8.29
1/15/2019,8.84
1/14/2019,8.99
1/11/2019,8.82
1/10/2019,8.67
1/9/2019,8.72
1/8/2019,8.37
1/7/2019,8.29
1/4/2019,8.08
1/3/2019,7.78
1/2/2019,7.9
12/31/2018,7.65
12/28/2018,7.81
12/27/2018,7.85
12/26/2018,7.85
12/24/2018,7.63
12/21/2018,8.05
12/20/2018,8.26
12/19/2018,8.32
12/18/2018,8.47
12/17/2018,8.5
12/14/2018,8.52
12/13/2018,8.5
12/12/2018,8.64
12/11/2018,8.54
12/10/2018,8.52
12/7/2018,8.82
12/6/2018,9.02
12/4/2018,9.18
12/3/2018,9.6
11/30/2018,9.41
11/29/2018,9.37
11/28/2018,9.41
11/27/2018,9.28
11/26/2018,9.4
11/23/2018,9.13
11/21/2018,9.11
11/20/2018,9.06
11/19/2018,9.25
11/16/2018,9.05
11/15/2018,9.31
11/14/2018,9.54
11/13/2018,9.54
11/12/2018,9.49
11/9/2018,9.38
11/8/2018,9.46
11/7/2018,9.6
11/6/2018,9.54
11/5/2018,9.53
11/2/2018,9.38
11/1/2018,9.29
10/31/2018,9.55
10/30/2018,9.46
10/29/2018,9.28
10/26/2018,8.98
10/25/2018,8.99
10/24/2018,8.18
10/23/2018,8.59
10/22/2018,8.41
10/19/2018,8.5
10/18/2018,8.51
10/17/2018,8.76
10/16/2018,8.8
10/15/2018,8.81
10/12/2018,8.64
10/11/2018,8.81
10/10/2018,8.82
10/9/2018,8.95
10/8/2018,9.26
10/5/2018,9.12
10/4/2018,9.15
10/3/2018,9.13
10/2/2018,9.2
10/1/2018,9.32
9/28/2018,9.25
9/27/2018,9.23
9/26/2018,9.27
9/25/2018,9.39
9/24/2018,9.59
9/21/2018,9.85
9/20/2018,9.81
9/19/2018,9.78
9/18/2018,9.58
9/17/2018,9.55
9/14/2018,9.45
9/13/2018,9.37
9/12/2018,9.34
9/11/2018,9.31
9/10/2018,9.38
9/7/2018,9.27
9/6/2018,9.43
9/5/2018,9.49
9/4/2018,9.47
8/31/2018,9.48
8/30/2018,9.7
8/29/2018,9.97
8/28/2018,10.01
